id,original_text,text_for_sentiment,aspect,label_for_sentiment
4465,"لنتيجة النهائية لشعري! 🙌
عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدًا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير أي دفء أو أحمر أو أورانج.

الحقيقة إن معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي إنه أفضل كوافير في الزمالك للصبغة، وأنا دلوقتي في فرنسا وسعيدة جدًا إني وثقت في التوصية دي.

غير النتيجة الرائعة، لازم أشيد كمان بكرم الضيافة والاستقبال الرائع، والنضافة الفائقة لكل مكان، وده كله مع أقل الأسعار بعد المقارنة.

أنصح أي حد عايز صبغة محترفة ونتيجة رائعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖",لنتيجة النهايية لشعري! 🙌 عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير اي دفء او احمر او اورانج. الحقيقة ان معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي انه افضل كوافير في الزمالك للصبغة، وانا دلوقتي في فرنسا وسعيدة جدا اني وثقت في التوصية دي. غير النتيجة الرايعة، لازم اشيد كمان بكرم الضيافة والاستقبال الرايع، والنضافة الفايقة لكل مكان، وده كله مع اقل الاسعار بعد المقارنة. انصح اي حد عايز صبغة محترفة ونتيجة رايعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖 [ASPECT] cleanliness,cleanliness,positive
4465,"لنتيجة النهائية لشعري! 🙌
عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدًا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير أي دفء أو أحمر أو أورانج.

الحقيقة إن معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي إنه أفضل كوافير في الزمالك للصبغة، وأنا دلوقتي في فرنسا وسعيدة جدًا إني وثقت في التوصية دي.

غير النتيجة الرائعة، لازم أشيد كمان بكرم الضيافة والاستقبال الرائع، والنضافة الفائقة لكل مكان، وده كله مع أقل الأسعار بعد المقارنة.

أنصح أي حد عايز صبغة محترفة ونتيجة رائعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖",لنتيجة النهايية لشعري! 🙌 عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير اي دفء او احمر او اورانج. الحقيقة ان معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي انه افضل كوافير في الزمالك للصبغة، وانا دلوقتي في فرنسا وسعيدة جدا اني وثقت في التوصية دي. غير النتيجة الرايعة، لازم اشيد كمان بكرم الضيافة والاستقبال الرايع، والنضافة الفايقة لكل مكان، وده كله مع اقل الاسعار بعد المقارنة. انصح اي حد عايز صبغة محترفة ونتيجة رايعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖 [ASPECT] price,price,positive
3571,الدكتور تعامله جيد جدا وشغله ف منتهى الامانه والنضافه وتعامله مع الاطفال فوق الرائع,الدكتور تعامله جيد جدا وشغله ف منتهي الامانه والنضافه وتعامله مع الاطفال فوق الرايع [ASPECT] service,service,positive
3571,الدكتور تعامله جيد جدا وشغله ف منتهى الامانه والنضافه وتعامله مع الاطفال فوق الرائع,الدكتور تعامله جيد جدا وشغله ف منتهي الامانه والنضافه وتعامله مع الاطفال فوق الرايع [ASPECT] cleanliness,cleanliness,positive
1762,المكان تحفه,المكان تحفه [ASPECT] ambiance,ambiance,positive
4072,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اى تمرين ويعن اى تطلع عضلات ونظافه المكان كويسه المكان على طول منظم بصراحه ،،❤️,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اي تمرين ويعن اي تطلع عضلات ونظافه المكان كويسه المكان علي طول منظم بصراحه ،،❤️ [ASPECT] service,service,positive
4072,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اى تمرين ويعن اى تطلع عضلات ونظافه المكان كويسه المكان على طول منظم بصراحه ،،❤️,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اي تمرين ويعن اي تطلع عضلات ونظافه المكان كويسه المكان علي طول منظم بصراحه ،،❤️ [ASPECT] cleanliness,cleanliness,positive
4072,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اى تمرين ويعن اى تطلع عضلات ونظافه المكان كويسه المكان على طول منظم بصراحه ،،❤️,جيم جميل جدا والمدربين حاجه تحفه ناس فاهمه يعني اي تمرين ويعن اي تطلع عضلات ونظافه المكان كويسه المكان علي طول منظم بصراحه ،،❤️ [ASPECT] ambiance,ambiance,positive
6379,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا [ASPECT] app_experience,app_experience,negative
6379,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا [ASPECT] service,service,negative
6379,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا,برنامج فاشل خدمة عملاء فاشلة وطيارين بيوصلوا بعد 3 ساعات دة لو وصلوا [ASPECT] delivery,delivery,negative
7279,تمام,تمام [ASPECT] general,general,positive
4576,عملت سشوار وتسريحة عند محمد شاطر جدا والتسريحه تحفه شغل نضيف اوي انصح بيهم والضوافر عند دينا لطيفة وشاطرة,عملت سشوار وتسريحة عند محمد شاطر جدا والتسريحه تحفه شغل نضيف اوي انصح بيهم والضوافر عند دينا لطيفة وشاطرة [ASPECT] service,service,positive
8381,التطبيق فاشل بكل ما تحمله الكلمة بطئ ومش بيفتح الخريطة والإعلانات قديمة ومفيش غير الإعلانات المميزة 😡,التطبيق فاشل بكل ما تحمله الكلمة بطي ومش بيفتح الخريطة والاعلانات قديمة ومفيش غير الاعلانات المميزة 😡 [ASPECT] app_experience,app_experience,negative
5248,كويس,كويس [ASPECT] general,general,neutral
1263,الاكل كويس إنما زحام وعدم تنظيم,الاكل كويس انما زحام وعدم تنظيم [ASPECT] food,food,positive
1263,الاكل كويس إنما زحام وعدم تنظيم,الاكل كويس انما زحام وعدم تنظيم [ASPECT] ambiance,ambiance,negative
8441,التطبيق توقف عن العمل ، عند البحث عن أى شئ لا توجد نتائج ، أصبح كصخرة !😔,التطبيق توقف عن العمل ، عند البحث عن اي شي لا توجد نتايج ، اصبح كصخرة !😔 [ASPECT] app_experience,app_experience,negative
3128,شكرا جدا للاصطاف علي الخدمه الجيده شكرا جدا ❤️❤️❤️❤️❤️❤️❤️,شكرا جدا للاصطاف علي الخدمه الجيده شكرا جدا ❤️❤️❤️❤️❤️❤️❤️ [ASPECT] service,service,positive
1858,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعاً افضل بكثير من الفرع القديم المقابل له فالزمالك .,الاكل لذيذ العاملين يحتاج لهم اكثر رقابه في نظافة الطاولات و خدمة العميل بشكل سريع طبعا افضل بكثير من الفرع القديم المقابل له فالزمالك . [ASPECT] food,food,positive
